energy,tempo,danceability,playlist_genre,loudness,liveness,valence,track_artist,time_signature,speechiness,track_popularity,track_album_name,playlist_name,track_name,track_album_release_date,instrumentalness,mode,key,duration_ms,acousticness,playlist_subgenre
0.533,130.398,0.687,folk,-8.853,0.0844,0.814,Jim Croce,4,0.0314,71,You Don't Mess Around With Jim,American Folk,Operator (That's Not the Way It Feels),4/1/1972,6.43E-05,1,7,229707,0.573,american
0.507,123.188,0.653,folk,-17.18,0.155,0.831,"America, George Martin",4,0.0534,76,America,American Folk,A Horse with No Name,1972,0.0147,0,11,252240,0.687,american
0.331,95.015,0.611,folk,-12.493,0.117,0.559,Ocie Elliott,4,0.028,73,EP,American Folk,Down by the Water,10/19/2018,0.000276,1,4,178293,0.93,american
0.309,82.789,0.583,folk,-14.509,0.11,0.473,Colter Wall,4,0.045,74,Imaginary Appalachia,American Folk,Sleeping on the Blacktop,6/2/2015,0.207,0,2,192480,0.824,american
0.748,119.965,0.868,indian,-3.492,0.252,0.829,"Avvy Sra, Karan Aujla, Jaani",4,0.0951,73,White Brown Black,Bhangra Bangers,White Brown Black,12/9/2022,3.93E-06,0,1,176000,0.29,bhangra
0.611,100.024,0.854,indian,-6.26,0.119,0.417,"AP Dhillon, Gminxr, Gurinder Gill, Shinda Kahlon",4,0.0864,68,Brown Munde,Bhangra Bangers,Brown Munde,9/18/2020,0,0,8,254400,0.223,bhangra
0.128,109.986,0.522,lofi,-18.717,0.0941,0.124,"Kina, Adriana Proenza",4,0.0357,70,Can We Kiss Forever?,Lofi Hip Hop,Can We Kiss Forever?,8/31/2018,0.026,1,4,187932,0.894,hip-hop
0.235,118.917,0.498,lofi,-16.541,0.144,0.0895,"Kina, Snøw",4,0.188,73,Get You The Moon (feat. Snøw),Lofi Hip Hop,Get You The Moon (feat. Snøw),10/8/2018,0,0,1,179080,0.72,hip-hop
0.00362,69.677,0.235,classical,-37.822,0.0956,0.0885,Yehezkel Raz,4,0.0441,70,"Preludes, Book 2 - Torrents",Minimalism,Behind Every Decision,12/10/2019,0.79,0,3,105941,0.995,modern
0.618,126.031,0.853,electronic,-10.833,0.0972,0.32,"Lost Frequencies, Tom Odell",4,0.0923,83,Black Friday (pretty like the sun),Tropical House,Black Friday (pretty like the sun),7/19/2024,0.89,1,6,145599,0.633,tropical
0.518,126.089,0.875,electronic,-8.388,0.125,0.37,CYRIL,4,0.0551,84,Stumblin' In,Tropical House,Stumblin' In,11/10/2023,0.00995,1,2,213364,0.0638,tropical
0.791,122.085,0.571,electronic,-5.935,0.0612,0.585,"Kygo, Zak Abel, Nile Rodgers",4,0.0741,70,For Life (feat. Nile Rodgers),Tropical House,For Life (feat. Nile Rodgers),4/19/2024,0,1,1,175803,0.0494,tropical
0.717,121.985,0.793,electronic,-4.759,0.226,0.466,"Kungs, Cookin' On 3 Burners",4,0.0393,76,Layers,Tropical House,This Girl (Kungs Vs. Cookin' On 3 Burners),11/4/2016,3.60E-05,0,0,195547,0.0927,tropical
0.942,120,0.762,electronic,-6.432,0.115,0.038,Lavern,4,0.038,72,Hold Me,Tropical House,Hold Me,3/31/2023,0.764,0,9,140000,0.586,tropical
0.777,108.005,0.58,electronic,-5.69,0.342,0.589,"Kygo, Ava Max",4,0.0655,76,Whatever,Tropical House,Whatever,1/19/2024,0,1,3,178273,0.104,tropical
0.836,113.998,0.729,electronic,-4.312,0.336,0.288,TWOPILOTS,4,0.0462,71,Riptide,Tropical House,Riptide,4/21/2022,3.27E-05,1,8,154731,0.156,tropical
0.518,126.089,0.875,electronic,-8.388,0.125,0.37,CYRIL,4,0.0551,84,Stumblin' In,Techno Bunker,Stumblin' In,11/10/2023,0.00995,1,2,213364,0.0638,techno
0.787,119.996,0.704,electronic,-6.751,0.159,0.31,"HUGEL, Topic, Arash, Daecolm",4,0.0462,83,I Adore You (feat. Daecolm),Techno Bunker,I Adore You (feat. Daecolm),7/19/2024,0.00538,0,11,214000,0.00926,techno
0.618,126.031,0.853,electronic,-10.833,0.0972,0.32,"Lost Frequencies, Tom Odell",4,0.0923,83,Black Friday (pretty like the sun),Techno Bunker,Black Friday (pretty like the sun),7/19/2024,0.89,1,6,145599,0.633,techno
0.856,127.949,0.596,electronic,-3.556,0.141,0.743,Calvin Harris,4,0.0346,81,Motion,Techno Bunker,Summer,10/31/2014,0.0178,0,4,222533,0.0211,techno
0.869,126.027,0.874,electronic,-5.996,0.164,0.726,Matt Sassari,4,0.0315,80,Give It To Me (Full Vocal Mix),Techno Bunker,Give It To Me - Full Vocal Mix,10/22/2021,0.00238,0,1,102861,0.00116,techno
0.729,127.028,0.88,electronic,-6.378,0.185,0.246,nimino,4,0.176,79,I Only Smoke When I Drink,Techno Bunker,I Only Smoke When I Drink,8/22/2024,0.0113,0,11,198425,0.334,techno
0.86,128.004,0.755,electronic,-4.811,0.344,0.618,Mr. Belt & Wezol,4,0.0523,77,It's Not Right But It's Okay,Techno Bunker,It's Not Right But It's Okay,2/23/2024,7.47E-06,0,5,152305,0.0144,techno
0.813,125.91,0.513,electronic,-2.744,0.258,0.355,"David Guetta, Alesso, Madison Love",4,0.0335,77,Never Going Home Tonight (feat. Madison Love),Techno Bunker,Never Going Home Tonight (feat. Madison Love),9/6/2024,0,1,5,164285,0.28,techno
0.797,121.985,0.845,electronic,-4.984,0.167,0.422,"Imanbek, BYOR",4,0.139,77,Belly Dancer,Techno Bunker,Belly Dancer,2/18/2022,5.57E-06,1,1,151475,0.0582,techno
0.777,108.005,0.58,electronic,-5.69,0.342,0.589,"Kygo, Ava Max",4,0.0655,76,Whatever,Techno Bunker,Whatever,1/19/2024,0,1,3,178273,0.104,techno
0.818,125.952,0.687,electronic,-4.221,0.248,0.886,"Alok, Ella Eyre, Kenny Dope, Never Dull",4,0.0778,76,Deep Down (feat. Never Dull),Techno Bunker,Deep Down (feat. Never Dull),6/17/2022,0,1,0,165753,0.0112,techno
0.69,125.004,0.847,electronic,-7.877,0.0526,0.692,"James Hype, Miggy Dela Rosa",4,0.0493,76,Ferrari,Techno Bunker,Ferrari,4/1/2022,6.00E-05,0,1,186662,0.0127,techno
0.896,101.216,0.67,electronic,-4.673,0.344,0.403,"Gabry Ponte, LUM!X, Prezioso",3,0.058,75,Thunder,Techno Bunker,Thunder,5/7/2021,3.21E-05,1,1,160000,0.0342,techno
0.876,129.998,0.671,electronic,-5.681,0.0823,0.964,Peggy Gou,4,0.0352,75,(It Goes Like) Nanana [Edit],Techno Bunker,(It Goes Like) Nanana - Edit,6/15/2023,0.188,0,7,231545,0.12,techno
0.722,121.964,0.587,electronic,-6.983,0.543,0.466,Bakermat,4,0.0709,75,The Ringmaster,Techno Bunker,Baianá,10/9/2020,0.668,0,2,180843,0.000754,techno
0.886,120.032,0.655,electronic,-5.227,0.277,0.778,"IVE, David Guetta",4,0.0502,74,Supernova Love,Techno Bunker,Supernova Love,11/8/2024,0,0,10,199505,0.066,techno
0.655,129.89,0.558,electronic,-5.476,0.0854,0.39,"David Guetta, Alphaville, Ava Max",4,0.0379,77,Forever Young,Techno Bunker,Forever Young,10/18/2024,0,1,0,156923,0.208,techno
0.637,120.033,0.847,electronic,-8.751,0.121,0.0509,"Zerb, Sofiya Nzau",4,0.0587,74,SURRENDER,Techno Bunker,Mwaki,10/27/2023,0.201,0,7,208135,0.201,techno
0.793,87.024,0.545,electronic,-3.615,0.335,0.411,"Ella Henderson, Rudimental",4,0.0371,74,Alibi (feat. Rudimental),Techno Bunker,Alibi (feat. Rudimental),1/12/2024,0.00281,0,0,184852,0.191,techno
0.647,117.737,0.581,electronic,-7.335,0.304,0.257,"Kronan, Nyaruach, Bakermat",4,0.0614,73,Gatluak (Bakermat Remix),Techno Bunker,Gatluak - Bakermat Remix,7/23/2021,0.0502,0,11,139384,0.0778,techno
0.785,123.96,0.621,electronic,-4.499,0.0512,0.779,"Nathan Dawe, Ella Henderson",4,0.11,73,21 Reasons (feat. Ella Henderson),Techno Bunker,21 Reasons (feat. Ella Henderson),4/29/2022,5.92E-06,1,6,155253,0.0165,techno
0.841,129.973,0.714,electronic,-5.942,0.596,0.865,"LAVINIA, Ely Oaks",4,0.0641,72,K.O.,Techno Bunker,K.O.,8/9/2024,0.366,0,5,137223,0.0622,techno
0.821,125.051,0.848,electronic,-5.408,0.0962,0.249,"Öwnboss, Sevek",4,0.0527,72,Move Your Body,Techno Bunker,Move Your Body,10/29/2021,0.000403,0,2,157445,0.0169,techno
0.855,75.031,0.605,electronic,-4.414,0.098,0.302,"Niklas Dee, René Miller",4,0.329,72,Around The World,Techno Bunker,Around The World,8/2/2024,0.000709,0,10,140987,0.473,techno
0.782,127.034,0.763,electronic,-4.541,0.293,0.502,"Jax Jones, MNEK",4,0.0346,71,Where Did You Go (feat. MNEK),Techno Bunker,Where Did You Go? (feat. MNEK),2/4/2022,7.08E-06,0,7,177689,0.182,techno
0.821,140.039,0.777,electronic,-4.963,0.218,0.439,"Hannah Laing, RoRo",4,0.0595,71,Good Love,Techno Bunker,Good Love,5/12/2023,0.0042,1,1,169535,0.14,techno
0.594,129.995,0.853,electronic,-6.823,0.0469,0.83,"BLOND:ISH, Stevie Appleton",4,0.0371,71,Never Walk Alone,Techno Bunker,Never Walk Alone,8/2/2024,0.134,0,6,188360,0.052,techno
0.867,124.015,0.747,electronic,-7.311,0.114,0.684,"Fred again.., Obongjayar",4,0.088,70,adore u,Techno Bunker,adore u,8/11/2023,0.00413,1,0,220653,0.582,techno
0.606,123.006,0.567,electronic,-6.543,0.0686,0.314,"Kygo, Sandro Cavazza",4,0.0438,68,Hold On Me,Techno Bunker,Hold On Me,11/15/2024,0,0,10,171785,0.0801,techno
0.937,123.993,0.651,electronic,-4.078,0.119,0.666,"Jain, Ian Asher",4,0.0468,69,Makeba (Ian Asher Remix),Techno Bunker,Makeba - Ian Asher Remix,1/13/2023,0.0975,1,7,125179,0.236,techno
0.888,123.031,0.671,electronic,-4.285,0.0951,0.412,"Tiësto, Soaky Siren",4,0.0412,69,Tantalizing,Techno Bunker,Tantalizing,11/8/2024,0.0106,0,10,146341,0.0022,techno
0.714,127.993,0.634,electronic,-7.529,0.374,0.409,"Robin Schulz, CYRIL, Sam Martin",4,0.104,69,World Gone Wild (feat. Sam Martin),Techno Bunker,World Gone Wild (feat. Sam Martin),10/11/2024,0.0025,1,7,146523,0.00882,techno
0.897,124.025,0.689,electronic,-4.487,0.0676,0.582,"Jax Jones, Calum Scott",4,0.034,69,Whistle (feat. Calum Scott),Techno Bunker,Whistle (feat. Calum Scott),2/10/2023,4.60E-06,0,10,181957,0.145,techno
0.863,130.02,0.652,electronic,-4.853,0.6,0.805,"Gabry Ponte, Sean Paul, NATTI NATASHA",4,0.0523,69,Born To Love Ya,Techno Bunker,Born To Love Ya,10/4/2024,0,0,7,155077,0.0921,techno
0.688,127.938,0.608,electronic,-8.597,0.08,0.214,Lost Frequencies,4,0.0499,68,Love Is The Only Thing,Techno Bunker,Love Is The Only Thing,11/8/2024,0.00736,0,5,171094,0.0554,techno
0.951,74.973,0.772,electronic,-3.375,0.036,0.4,"Dimitri Vegas, Steve Aoki, Ann Lee, Sound Of Legend",4,0.271,68,2 Times,Techno Bunker,2 Times,10/4/2024,0.000738,0,9,152000,0.0634,techno
0.88,130.085,0.588,electronic,-5.15,0.0667,0.523,"Alok, Bebe Rexha",4,0.0354,68,Deep In Your Love,Techno Bunker,Deep In Your Love,1/12/2024,6.89E-05,1,7,144649,0.0243,techno
0.831,126.056,0.785,electronic,-3.681,0.086,0.673,"The Blessed Madonna, Clementine Douglas",4,0.0444,68,Happier (feat. Clementine Douglas),Techno Bunker,Happier (feat. Clementine Douglas),2/2/2024,0.0105,1,0,170359,0.0038,techno
0.8,119.984,0.724,electronic,-5.468,0.0823,0.925,"Purple Disco Machine, Benjamin Ingrosso, Nile Rodgers, Shenseea",4,0.0541,68,Honey Boy (feat. Nile Rodgers & Shenseea),Techno Bunker,Honey Boy (feat. Nile Rodgers & Shenseea),5/3/2024,9.38E-05,0,5,227283,0.0103,techno
0.392,75.066,0.599,electronic,-6.869,0.131,0.26,"Disclosure, Eliza Doolittle, Flume",4,0.0257,70,Settle (Special Edition),Future Bass,You & Me - Flume Remix,6/3/2013,0.000107,0,10,282813,0.378,future bass
0.802,100.001,0.713,electronic,-7.055,0.309,0.343,"The Chainsmokers, ROZES",4,0.0561,71,Roses,Future Bass,Roses,6/16/2015,0.00377,1,4,226739,0.0435,future bass
0.953,141.99,0.631,electronic,-3.739,0.108,0.422,Marshmello,4,0.0343,68,Alone,Future Bass,Alone,5/13/2016,0.0155,1,2,273803,0.0241,future bass
0.942,120,0.762,electronic,-6.432,0.115,0.038,Lavern,4,0.038,72,Hold Me,Deep House Relax,Hold Me,3/31/2023,0.764,0,9,140000,0.586,deep house
0.432,81.109,0.695,latin,-8.195,0.296,0.765,Los Ángeles Azules,4,0.0479,71,Una Lluvia De Rosas,Cumbia Classics,El Listón De Tu Pelo,1/1/1999,0,0,11,216107,0.312,cumbia
0.483,90.941,0.738,latin,-9.097,0.086,0.774,Los Ángeles Azules,4,0.0526,68,Una Lluvia De Rosas,Cumbia Classics,17 Años,1/1/1999,0,1,0,181307,0.467,cumbia
0.538,80.096,0.72,latin,-8.874,0.0654,0.805,Grupo Mojado,4,0.0455,73,Sueño Y Realidad,Cumbia Classics,Piensa En Mí,1/1/1996,0,1,10,177040,0.348,cumbia
0.712,91.98,0.848,latin,-3.574,0.106,0.692,"KAROL G, Feid, DFZM, Ovy On The Drums, J Balvin, Maluma, Ryan Castro, Blessd",4,0.0981,84,57,Reggaeton Hits,57,11/8/2024,0,0,1,298131,0.221,reggaeton
0.681,99.998,0.725,latin,-5.277,0.107,0.762,"FloyyMenor, Ozuna, Anitta",4,0.0376,73,Gata Only (Remix),Reggaeton Hits,Gata Only (Remix),6/7/2024,0,0,8,230526,0.318,reggaeton
0.519,100.025,0.763,latin,-7.426,0.0816,0.804,FloyyMenor,4,0.0636,83,EL COMIENZO,Reggaeton Hits,PELIGROSA,8/9/2024,6.42E-06,0,6,134930,0.22,reggaeton
0.616,104.008,0.773,latin,-4.516,0.145,0.25,"Myke Towers, Peso Pluma",4,0.0416,72,LA PANTERA NEGRA,Reggaeton Hits,SE TE NOTA (feat. Peso Pluma),8/22/2024,4.24E-05,1,0,190107,0.0565,reggaeton
0.854,117.994,0.786,latin,-2.4,0.106,0.522,"Myke Towers, Bad Bunny",4,0.0741,77,ADIVINO,Reggaeton Hits,ADIVINO,4/25/2024,2.39E-05,0,10,278644,0.169,reggaeton
0.578,167.985,0.724,latin,-7.117,0.0943,0.757,"Mora, SAIKO",4,0.0819,71,ESTRELLA,Reggaeton Hits,REINA,8/28/2023,1.06E-06,1,10,211879,0.632,reggaeton
0.778,96.057,0.911,latin,-2.248,0.179,0.345,"Bad Bunny, Feid",4,0.262,84,nadie sabe lo que va a pasar mañana,Reggaeton Hits,PERRO NEGRO,10/13/2023,2.16E-05,1,5,162768,0.0887,reggaeton
0.645,119.935,0.801,latin,-5.605,0.118,0.528,"Bad Bunny, Mora",4,0.0706,70,nadie sabe lo que va a pasar mañana,Reggaeton Hits,HIBIKI,10/13/2023,0,0,6,208000,0.604,reggaeton
0.621,139.056,0.787,latin,-5.009,0.58,0.13,Bad Bunny,4,0.068,77,nadie sabe lo que va a pasar mañana,Reggaeton Hits,MONACO,10/13/2023,0.000402,0,4,267194,0.15,reggaeton
0.724,94.601,0.847,latin,-5.41,0.118,0.396,"Bad Bunny, Young Miko",4,0.298,73,nadie sabe lo que va a pasar mañana,Reggaeton Hits,FINA,10/13/2023,1.11E-06,1,1,216328,0.0869,reggaeton
0.795,94.969,0.845,latin,-3.502,0.224,0.681,Rauw Alejandro,4,0.0681,81,PLAYA SATURNO,Reggaeton Hits,DILUVIO,7/7/2023,1.78E-05,0,9,197053,0.343,reggaeton
0.738,169.918,0.841,latin,-7.455,0.0892,0.484,"KAROL G, Peso Pluma",4,0.307,83,MAÑANA SERÁ BONITO (BICHOTA SEASON),Reggaeton Hits,QLONA,8/10/2023,0,0,7,172798,0.52,reggaeton
0.8,143.978,0.652,latin,-4.019,0.112,0.234,Bad Bunny,4,0.0614,74,WHERE SHE GOES,Reggaeton Hits,WHERE SHE GOES,5/18/2023,0.629,0,9,231704,0.143,reggaeton
0.706,140.017,0.863,latin,-5.555,0.0786,0.686,"Eladio Carrion, Bad Bunny",4,0.103,73,3MEN2 KBRN,Reggaeton Hits,Coco Chanel,3/17/2023,4.43E-05,0,3,208125,0.143,reggaeton
0.703,123.06,0.713,latin,-5.769,0.321,0.576,"Arcángel, Bad Bunny",4,0.194,69,La Jumpa,Reggaeton Hits,La Jumpa,11/30/2022,0,1,8,255693,0.298,reggaeton
0.712,92.005,0.911,latin,-5.105,0.0933,0.425,"Bad Bunny, Chencho Corleone",4,0.0817,81,Un Verano Sin Ti,Reggaeton Hits,Me Porto Bonito,5/6/2022,2.68E-05,0,1,178567,0.0901,reggaeton
0.616,103.071,0.797,latin,-10.229,0.0979,0.451,"Bad Bunny, Buscabulla",4,0.375,74,Un Verano Sin Ti,Reggaeton Hits,Andrea,5/6/2022,0.000293,0,1,339612,0.762,reggaeton
0.475,98.047,0.801,latin,-8.797,0.0639,0.234,Bad Bunny,4,0.0516,79,Un Verano Sin Ti,Reggaeton Hits,Efecto,5/6/2022,1.73E-05,0,7,213061,0.141,reggaeton
0.715,106.672,0.65,latin,-5.198,0.126,0.187,Bad Bunny,4,0.253,79,Un Verano Sin Ti,Reggaeton Hits,Tití Me Preguntó,5/6/2022,0.000291,0,5,243717,0.0993,reggaeton
0.684,114.011,0.795,latin,-3.971,0.658,0.419,"Bad Bunny, JHAYCO",4,0.0419,76,Un Verano Sin Ti,Reggaeton Hits,Tarot,5/6/2022,0,0,11,237895,0.0225,reggaeton
0.786,196.12,0.663,latin,-3.51,0.219,0.579,"Bad Bunny, Tony Dize",4,0.195,73,Un Verano Sin Ti,Reggaeton Hits,La Corriente,5/6/2022,0,0,11,198367,0.229,reggaeton
0.707,127.963,0.771,latin,-6.404,0.0745,0.317,"Mora, JHAYCO",4,0.055,73,MICRODOSIS,Reggaeton Hits,MEMORIAS,4/1/2022,0,0,2,228750,0.389,reggaeton
0.856,91.995,0.815,latin,-3.825,0.244,0.872,Tego Calderón,4,0.122,78,El Abayarde,Reggaeton Hits,Pa' Que Retozen,7/1/2003,8.34E-05,0,1,151667,0.4,reggaeton
0.86,175.896,0.725,latin,-3.726,0.0674,0.791,"Aventura, Bad Bunny",4,0.182,74,Volví,Reggaeton Hits,Volví,8/3/2021,0.000284,1,1,230125,0.422,reggaeton
0.688,153.979,0.659,latin,-4.649,0.113,0.632,"Mora, Bad Bunny, Sech",4,0.0673,73,Volando (Remix),Reggaeton Hits,Volando - Remix,7/8/2021,0,1,6,273474,0.207,reggaeton
0.648,179.951,0.644,latin,-4.601,0.135,0.44,Bad Bunny,4,0.118,75,Yonaguni,Reggaeton Hits,Yonaguni,6/4/2021,0,1,1,206710,0.276,reggaeton
0.637,92.025,0.811,latin,-4.835,0.118,0.471,Bad Bunny,4,0.0591,72,EL ÚLTIMO TOUR DEL MUNDO,Reggaeton Hits,TE MUDASTE,11/27/2020,0.000572,0,10,130014,0.234,reggaeton
0.618,81.993,0.856,latin,-4.892,0.0866,0.391,"Bad Bunny, ROSALÍA",4,0.286,74,EL ÚLTIMO TOUR DEL MUNDO,Reggaeton Hits,LA NOCHE DE ANOCHE,11/27/2020,0,1,7,203201,0.0303,reggaeton
0.759,91.952,0.78,latin,-3.292,0.143,0.579,"ROSALÍA, Ozuna",4,0.225,69,"Yo x Ti, Tu x Mi",Reggaeton Hits,"Yo x Ti, Tu x Mi",8/15/2019,0.000868,1,1,201040,0.462,reggaeton
0.573,109.928,0.731,latin,-10.059,0.113,0.145,"Bad Bunny, JHAYCO",4,0.0544,75,EL ÚLTIMO TOUR DEL MUNDO,Reggaeton Hits,DÁKITI,11/27/2020,5.22E-05,0,4,205090,0.401,reggaeton
0.765,174.021,0.691,latin,-4.727,0.203,0.855,"Anuel AA, Bad Bunny",4,0.111,74,Emmanuel,Reggaeton Hits,Hasta Que Dios Diga,5/29/2020,3.29E-06,1,8,246000,0.464,reggaeton
0.829,96.172,0.607,latin,-4.074,0.107,0.685,"Bad Bunny, Jowell & Randy, Ñengo Flow",4,0.379,72,YHLQMDLG,Reggaeton Hits,Safaera,2/29/2020,0,1,2,295177,0.0103,reggaeton
0.848,179.87,0.685,latin,-4.561,0.0783,0.761,Bad Bunny,4,0.0858,70,YHLQMDLG,Reggaeton Hits,La Difícil,2/29/2020,7.14E-06,0,8,163084,0.0861,reggaeton
0.791,92.023,0.86,latin,-4.784,0.106,0.887,Bad Bunny,4,0.0568,73,YHLQMDLG,Reggaeton Hits,A Tu Merced,2/29/2020,0.000106,1,0,175918,0.169,reggaeton
0.603,129.928,0.9,latin,-5.313,0.134,0.824,Bad Bunny,4,0.0646,74,YHLQMDLG,Reggaeton Hits,Si Veo a Tu Mamá,2/29/2020,4.81E-06,1,2,170972,0.402,reggaeton
0.801,93.992,0.762,latin,-3.661,0.254,0.81,Bad Bunny,4,0.0409,68,YHLQMDLG,Reggaeton Hits,La Zona,2/29/2020,7.04E-05,0,1,136893,0.2,reggaeton
0.758,97.014,0.86,latin,-5.16,0.344,0.453,Bad Bunny,4,0.0695,69,YHLQMDLG,Reggaeton Hits,Yo Perreo Sola,2/29/2020,6.54E-05,1,11,172127,0.021,reggaeton
0.703,94.004,0.879,latin,-4.219,0.0569,0.788,"Rauw Alejandro, Farruko",4,0.0701,71,Fantasias,Reggaeton Hits,Fantasias,8/29/2019,0,1,1,199711,0.143,reggaeton
0.596,165.951,0.819,latin,-7.009,0.138,0.622,"Darell, Brytiago",4,0.318,70,Velitas,Reggaeton Hits,Velitas,7/12/2019,1.19E-06,1,2,225542,0.225,reggaeton
0.646,176.088,0.756,latin,-5.795,0.108,0.429,"J Balvin, Bad Bunny",4,0.319,82,OASIS,Reggaeton Hits,LA CANCIÓN,6/28/2019,1.81E-05,1,7,242573,0.152,reggaeton
0.791,92.603,0.639,latin,-4.443,0.362,0.933,"J Balvin, Bad Bunny",4,0.254,75,OASIS,Reggaeton Hits,QUE PRETENDES,6/28/2019,0,0,10,222347,0.0275,reggaeton
0.624,176.169,0.61,latin,-4.773,0.243,0.244,"Bad Bunny, Tainy",4,0.309,72,Callaita,Reggaeton Hits,Callaita,5/31/2019,2.12E-06,1,2,250534,0.6,reggaeton
0.689,97.963,0.882,latin,-4.027,0.0501,0.746,"ROSALÍA, J Balvin, El Guincho",4,0.124,69,Con Altura,Reggaeton Hits,Con Altura,3/28/2019,0.00325,1,6,161627,0.39,reggaeton
0.647,95.982,0.857,latin,-4.152,0.0842,0.553,"DJ Luian, Mambo Kingz, Anuel AA, Nicky Jam, Darell, Brytiago",4,0.0984,69,Verte Ir,Reggaeton Hits,Verte Ir,3/28/2019,1.20E-06,0,11,267500,0.391,reggaeton
0.86,93.989,0.737,latin,-2.652,0.0574,0.656,"Daddy Yankee, Snow",4,0.0593,76,Con Calma,Reggaeton Hits,Con Calma,1/24/2019,1.94E-06,0,8,193227,0.11,reggaeton
0.836,96.993,0.746,latin,-4.336,0.116,0.874,"Becky G, Bad Bunny",4,0.0445,70,MALA SANTA,Reggaeton Hits,Mayores,10/18/2019,0.00291,0,5,203187,0.145,reggaeton
0.673,87.961,0.818,latin,-7.542,0.172,0.695,"Mora, JHAYCO",4,0.148,74,Primer Dia de Clases,Reggaeton Hits,512,2/5/2021,0,0,4,193636,0.348,reggaeton
0.711,173.916,0.718,latin,-5.746,0.1,0.92,J Balvin,4,0.11,72,La Familia B Sides,Reggaeton Hits,Ay Vamos,9/12/2014,5.52E-05,0,8,226413,0.157,reggaeton
0.701,175.95,0.73,latin,-5.885,0.151,0.785,Maluma,4,0.106,82,"Pretty Boy, Dirty Boy",Reggaeton Hits,Borro Cassette,10/30/2015,0,0,5,207307,0.132,reggaeton
0.746,175.965,0.746,latin,-5.046,0.274,0.733,"J Balvin, Farruko",4,0.102,69,La Familia,Reggaeton Hits,6:00 AM,9/29/2013,0,0,5,243227,0.152,reggaeton
0.681,140.006,0.807,latin,-6.268,0.0962,0.676,"Bad Bunny, Prince Royce, J Balvin, Mambo Kingz, DJ Luian",4,0.0983,69,Sensualidad,Reggaeton Hits,Sensualidad,11/3/2017,0,1,11,297485,0.423,reggaeton
0.69,106.034,0.799,latin,-7.252,0.143,0.682,"Yannc, Darkiel, Eladio Carrion, Brray, Myke Towers",4,0.1,70,Sigue Bailandome,Reggaeton Hits,Sigue Bailandome,10/19/2018,0.001,1,7,352442,0.282,reggaeton
0.812,87.864,0.683,latin,-4.493,0.0872,0.724,"J Balvin, Zion & Lennox",4,0.0711,69,Vibras,Reggaeton Hits,No Es Justo,5/25/2018,0.000404,1,7,250840,0.161,reggaeton
0.598,83.836,0.55,latin,-5.402,0.0955,0.543,"Bad Bunny, Mora",4,0.0831,74,YHLQMDLG,Reggaeton Hits,Una Vez,2/29/2020,2.58E-06,0,11,232496,0.132,reggaeton
0.761,168.022,0.714,latin,-4.596,0.241,0.906,"Ozuna, J Balvin, Chencho Corleone",4,0.0427,69,ENOC,Reggaeton Hits,Una Locura,9/4/2020,0.00035,0,5,230693,0.139,reggaeton
0.617,168.021,0.713,latin,-4.637,0.0962,0.682,"Myke Towers, Juhn",4,0.0887,70,Bandido,Reggaeton Hits,Bandido,12/10/2020,0,1,8,232853,0.122,reggaeton
0.675,79.31,0.627,latin,-7.125,0.0784,0.961,"J Balvin, Bad Bunny, Marciano Cantero",4,0.212,75,OASIS,Reggaeton Hits,UN PESO,6/28/2019,0,0,5,277107,0.125,reggaeton
0.706,88.863,0.635,latin,-3.224,0.108,0.443,"KAROL G, Mariah Angeliq",4,0.125,70,KG0516,Reggaeton Hits,EL MAKINON,3/26/2021,0,0,5,209160,0.256,reggaeton
0.766,130.001,0.762,latin,-3.955,0.128,0.442,Farruko,4,0.0343,76,Pepas,Reggaeton Hits,Pepas,6/24/2021,6.98E-05,1,7,287120,0.00776,reggaeton
0.745,94.979,0.793,latin,-4.579,0.293,0.716,Myke Towers,4,0.0571,69,ALMAS GEMELAS,Reggaeton Hits,ALMAS GEMELAS,7/22/2021,0.000189,1,7,235411,0.182,reggaeton
0.766,93.956,0.737,latin,-4.242,0.114,0.662,"Bad Bunny, Yaviah",4,0.0458,70,YHLQMDLG,Reggaeton Hits,Bichiyal,2/29/2020,6.63E-06,0,10,196500,0.31,reggaeton
0.703,169.888,0.639,latin,-6.33,0.0865,0.138,"Tainy, Bad Bunny, Julieta Venegas",4,0.0794,70,Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),Reggaeton Hits,Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),10/5/2021,1.78E-06,0,4,207301,0.0889,reggaeton
0.7,93.991,0.843,latin,-3.563,0.14,0.899,"Becky G, KAROL G",4,0.0803,69,MAMIII,Reggaeton Hits,MAMIII,2/10/2022,0,0,4,226088,0.0934,reggaeton
0.694,90.02,0.869,latin,-3.35,0.0878,0.511,"Rauw Alejandro, Chencho Corleone",4,0.0783,68,Desesperados,Reggaeton Hits,Desesperados,12/11/2021,0.00125,0,1,224997,0.356,reggaeton
0.636,174.14,0.695,latin,-4.654,0.081,0.575,"Shakira, Rauw Alejandro",4,0.317,70,Te Felicito,Reggaeton Hits,Te Felicito,4/21/2022,0,1,5,172235,0.234,reggaeton
0.903,78.293,0.564,latin,-3.221,0.175,0.607,Bad Bunny,4,0.307,71,Un Verano Sin Ti,Reggaeton Hits,Después de la Playa,5/6/2022,0,1,5,230400,0.356,reggaeton
